Date,QAOA_Sim_Time_Sec,QAOA_Function_Evals,IBM_HW_Usage_Sec,IBM_Job_ID
2019-05-13,0.6305475828703493,29,,
2019-06-19,0.6695545420516282,32,,
2019-06-24,0.6179571668617427,32,,
2020-03-04,0.5712102500256151,29,,
2026-04-08,0.6016791670117527,31,,
